BABA,AAPL,DIS,AAPL,DIS,AL,AL,C,C,HELE,ABT,ABT,MSFT,MSFT,ZM,DHI,PAYX,PAYX
117.01,134.76,99.4,134.76,99.4,43.5,43.5,49.92,49.92,112.15,113.51,113.51,239.23,239.23,69.49,94.96,120.31,120.31
